Question,Answer,Chapter
In Samuel 1:21 as David lamented Saul's death how did he say Saul died on mount Gilboa?," As though he had not been anointed with oil, 2 Samuel 1:21",1
"In David's lamentation, whose bow did he say not turn back?"," Jonathan’s, 2 Samuel 1:22",1
In David's lamentation whose sword did he say did not return empty?," Saul’s, 2 Samuel 1:22",1
How does David describe Saul and Jonathan in life?," Lovely and pleasant, 2 Samuel 1:23",1
How were Saul and Jonathan not divided?," In their death, 2 Samuel 1:23",1
To what animals are Saul and Jonathan compared?," Eagles and lions, 2 Samuel 1:23",1
David lamented that Saul and Johnathan were swifter than what bird?," Eagles, 2 Samuel 1:23",1
David lamented that Saul and Jonathan were stronger than what animal?," Lions, 2 Samuel 1:23",1
Who does David call to weep for Saul?," The daughters of Israel, 2 Samuel 1:24",1
Why should they weep for Saul?," He clothed them in scarlet, with other delights, and ornaments of gold upon their apparel, 2 Samuel 1:24",1
In 2 Samuel 1:26 How does David describe Jonathan?," His brother, very pleasant, love wonderful, 2 Samuel 1:26",1
How does David describe his love for Jonathan?," Wonderful, surpassing the love of women, 2 Samuel 1:26",1
In 2 Samuel 1:27 What refrain does David repeat about the mighty?," “How are the mighty fallen!”, 2 Samuel 1:27",1
What does David say about the weapons of war?," They are perished, 2 Samuel 1:27",1
"In 2 Samuel 2, To which cities did David inquire of the Lord about going up to?"," Cities of Judah, 2 Samuel 2:1 ",2
"In 2 Samuel 2 When David asked the Lord if he should go up to any of the cities of Judah, which city did the Lord tell him to go up to?"," Hebron, 2 Samuel 2:1",2
How many wives did David take with him to Hebron?," Two (Ahinoam and Abigail), 2 Samuel 2:2",2
What was the name of David's wives he took with him up to Hebron?," Ahinoam the Jezreelitess and Abigail Nabal's wife the Carmelite, 2 Samuel 2:2",2
What was the name of David's wife from Jezreel?," Ahinoam, 2 Samuel 2:2",2
Who had been the wife of Nabal the Carmelite?," Abigail, 2 Samuel 2:2",2
"In 2 Smauel 2, where did the men that were with David dwell?"," In the cities of Hebron, 2 Samuel 2:3",2
Which tribe anointed David as their king?," The men of Judah, 2 Samuel 2:4",2
Who buried Saul?," The men of Jabesh-giliead, 2 Samuel 2:4",2
What did David do when he heard that the men of Jabesh-gilead had buried Saul?," He sent messengers to bless them, 2 Samuel 2:5",2
"FIB: Blessed be ye of the ----------, that ye have shewed -------- unto the lord, even unto Saul and have -------- him"," Lord, kindness, buried, 2 Samuel 2:5",2
What did David say  had the men of Jabesh-gilead shown to Saul their lord?," Kindness, 2 Samuel 2:5",2
What two things did David pray the Lord would show to the men of Jabesh-gilead?," kindness and truth, 2 Samuel 2:6",2
What did David promise to requite the men of Jabesh-gilead for their kindness?," He would requite them this kindness, 2 Samuel 2:6",2
Why did David encourage the men of Jabesh-gilead that their hand be strenghtened and they should be valiant?," Because Saul their master was dead and David was anointed king over them, 2 Samuel 2:7",2
FIB: Therefore now let your ------- be strengthened and be ye ---------: for your master --------- is dead," hand, valiant, 2 Samuel 2:7",2
Who was the captain of Saul's host?," Abner the son of Ner, 2 Samuel 2:8",2
Whom did Abner take and bring over to Mahanaim?," Ish-bosheth, Saul's son, 2 Samuel 2:8",2
Who was Ish-bosheth's father?," Saul, 2 Samuel 2:8",2
Over how many territories did Abner make Ish-bosheth king?," Six (Gilead, Ashurites, Jezreel, Ephraim, Benjamin, and all Israel), 2 Samuel 2:8-9",2
Name territories Abner made Ish-boshet over," Gilead, Ashurites, Jezreel, Ephraim, Benjamin and all Israel, 2 Samuel 2:8-9",2
How old was Ish-bosheth when he began to reign over Israel?," Forty years old, 2 Samuel 2:10",2
How long did Ish-bosheth reign over Israel?," Two years, 2 Samuel 2:10",2
Which tribe followed David?," The house of Judah, 2 Samuel 2:10",2
How long was David king in Hebron over the house of Judah?," Seven years and six months, 2 Samuel 2:11",2
Who was Abner's father?," Ner, 2 Samuel 2:12",2
What was the relationdship of Abner and Ish-bosheth?," Abner was the servant of Ish-bosheth, 2 Samuel 2:12",2
Who went out from Mahanaim to Gibeon with the servants of Ish-bosheth?," Abner the son of Ner, 2 Samuel 2:12",2
Who was Joab's father?," Zeruiah, 2 Samuel 2:13 ",2
What was ther relationship of Joab to David?," Joab was David's servant, 2 Samuel 2:13",2
Be specific: Where did Joab and Abner meet?," By the pool of Gibeon, 2 Samuel 2:13",2
Who did Abner meet by the pool of Gibeon?," Joab the son of Zeruiah and the servants of David, 2 Samuel 2:13",2
Be specific: What exact location did Abner and Joab sit down in Gibeon?," One on one side of the pool and one on the other side of the pool, 2 Samuel 2:13 ",2
On which sides of the pool did Abner and Joab sit?," One on one side and the other on the other side, 2 Samuel 2:13",2
What did Abner propose to Joab?," That the young men arise and play before them, 2 Samuel 2:14",2
What was Joab's response to Abner's proposal?," Let them arise, 2 Samuel 2:14",2
How many young men arose from Benjamin for Ish-bosheth?," Twelve, 2 Samuel 2:15",2
How many young men arose from the servants of David?," Twelve, 2 Samuel 2:15",2
What did each man do during the contest?," Caught his fellow by the head and thrust his sword in his fellow's side, 2 Samuel 2:16",2
What happened to all twenty-four young men by the pool in Gibeon?," They fell down together, 2 Samuel 2:16",2
"After the 24 men fell down together, what was the place by the pool in Gibeon called?"," Helkath-hazzurim, 2 Samuel 2:16",2
When the men of Abner and Joab fell down what happened that day?," There was a very sore battle, 2 Samuel 2:17",2
Who was beaten in the battle in Gibeon?," Abner and the men of Israel, 2 Samuel 2:17",2
What were the names of the three sons of Zeruiah?," Joab, Abishai, and Asahel, 2 Samuel 2:18",2
What quality did Asahel possess?," He was as light of foot as a wild roe, 2 Samuel 2:18",2
Whom did Asahel pursue?," Abner, 2 Samuel 2:19",2
How did Asahel pursue Abner?," He turned not to the right hand nor to the left from following Abner, 2 Samuel 2:19",2
"When Abner looked behind him and saw Asahel, what did Abner ask Asahel?"," Art thou Asahel?, 2 Samuel 2:20",2
What was Asahel's answer when Abner asked himi if he was Asahel?," I am, 2 Samuel 2:20",2
Bonus 20: What did Abner tell Asahel to do when he saw him following him?," Turn aside to thy right or to thy left and lay hold on one of the young men and take his armour, 2 Samuel 2:21",2
What did Abner offer Asahel instead of pursuing him?," His armour, 2 Samuel 2:21",2
What was Asahel response when Abner told him to stop pursuing him?," Asahel refuse to turn aside from following Abner?, 2 Samuel 2:21",2
What did Abner tell Asahel what would happen if he did not stop following him?," He will smite Asahel to the ground, 2 Samuel 2:22",2
Be specific: What question did Abner ask Asahel if he smite him?," ""How then should I hold up my face to Joab thy brother?"", 2 Samuel 2:22 ",2
How many times did Abner tell Asahel to stop following him?," two times, 2 Samuel 2:21-22",2
What did Abner use to strike Asahel?," The hinder end of his spear, 2 Samuel 2:23",2
Bonus 10: Where did the spear strike Asahel and where did it come out of him?," Under the fifth rib and it came out behind him, 2 Samuel 2:23",2
Where did Asahel die?," In the same place where he fell, 2 Samuel 2:23",2
What did everyone do who came to the place where Asahel fell?," They stood still, 2 Samuel 2:23",2
Who pursued after Abner?," Joab and Abishai, Asahel's brothers, 2 Samuel 2:24",2
When did Joab and Abishai stop pursuing?," When the sun went down, 2 Samuel 2:24",2
"Bonus 15: When Joab and Abishai were pursuing Abner, where were they when the sun went down?"," The hill of Ammah before Giah by the way of the wilderness of Gibeon, 2 Samuel 2:24",2
How long was the war between the house of Saul and the house of David?," Long, 2 Samuel 3:1",3
In which city were sons born to David?," Hebron, 2 Samuel 3:2",3
Who was David's firstborn son?," Amnon, 2 Samuel 3:2",3
Who was the mother of Amnon?," Ahinoam the Jezreelitess, 2 Samuel 3:2",3
Who was David's second son?," Chileab, 2 Samuel 3:3",3
Who was the mother of Chileab?," Abigail the wife of Nabal the Carmelite, 2 Samuel 3:3",3
Who was David's third son?," Absalom, 2 Samuel 3:3",3
Who was Absalom's mother?," Maachah the daughter of Talmai king of Geshur, 2 Samuel 3:3",3
Who was David's fourth son?," Adonijah, 2 Samuel 3:4",3
Who was the mother of Adonijah?," Haggith, 2 Samuel 3:4",3
Who was David's fifth son?," Shephatiah, 2 Samuel 3:4",3
Who was the mother of Shephatiah?," Abital, 2 Samuel 3:4",3
Who was David's sixth son born in Hebron?," Ithream, 2 Samuel 3:5",3
Who was the mother of Ithream?," Eglah, David's wife, 2 Samuel 3:5",3
Which house waxed stronger and stronger during the war?," The house of David, 2 Samuel 3:1",3
Which house waxed weaker and weaker during the war?," The house of Saul, 2 Samuel 3:1",3
Who made himself strong for the house of Saul?," Abner the son of Ner, 2 Samuel 3:6",3
What was the name of Saul's concubine?," Rizpah the daughter of Aiah, 2 Samuel 3:7",3
Who accused Abner of going in unto Rizpah?," Ishbosheth, 2 Samuel 3:7",3
Who was Rizpah's father?," Aiah, 2 Samuel 3:7",3
How did Abner respond to Ishbosheth's accusation?," He was very wroth with Ishbosheth, 2 Samuel 3:8",3
What animal did Abner compare himself to in his angry response?," A dog's head, 2 Samuel 3:8",3
Against which people did Abner say he was being charged?," Judah, 2 Samuel 3:8",3
To whose house had Abner shown kindness?," The house of Saul thy father, 2 Samuel 3:8",3
Into whose hand did Abner say he had not delivered Ishbosheth?," David's hand, 2 Samuel 3:8",3
What did Abner threaten to do to the kingdom?," Transfer it from the house of Saul and set up the throne of David, 2 Samuel 3:9-10",3
Over whom did Abner say David's throne should be set up?," Over Israel and over Judah, 2 Samuel 3:10",3
From where to where did Abner say David's kingdom should extend?," From Dan even to Beersheba, 2 Samuel 3:10",3
Why couldn't Ishbosheth answer Abner?," Because he feared him, 2 Samuel 3:11",3
To whom did Abner send messengers?," To David, 2 Samuel 3:12",3
What question did Abner ask David through his messengers?," ""Whose is the land?"", 2 Samuel 3:12",3
What did Abner propose to David?," To make a league with him, 2 Samuel 3:12",3
What did Abner promise to do for David?," Help bring all Israel unto thee, 2 Samuel 3:12",3
What did David say was good about Abner's proposal?," ""Well, I will make a league with thee"", 2 Samuel 3:13",3
What one thing did David require before he would see Abner?," That he bring Michal, Saul's daughter, 2 Samuel 3:13",3
To whom else did David send messengers besides Abner?," To Ishbosheth Saul's son, 2 Samuel 3:14",3
What did David demand from Ishbosheth?," Deliver me my wife Michal, 2 Samuel 3:14",3
How many foreskins of the Philistines did David say he was betrothed to Michal for?," An hundred foreskins, 2 Samuel 3:14",3
From whom did Ishbosheth take Michal?," From her husband, even from Phaltiel the son of Laish, 2 Samuel 3:15",3
How far did Michal's husband follow her?," To Bahurim, 2 Samuel 3:16",3
What was he doing as he followed her?," Weeping behind her, 2 Samuel 3:16",3
Who told Phaltiel to go back?," Abner, 2 Samuel 3:16",3
With whom did Abner have communication?," The elders of Israel, 2 Samuel 3:17",3
What had Israel sought in times past?," David for their king, 2 Samuel 3:17",3
What had the Lord say about David to Israel?," ""By the hand of my servant David I will save my people Israel out of the hand of the Philistines, and out of the hand of all their enemies"", 2 Samuel 3:18",3
In whose ears did Abner also speak?," In the ears of Benjamin, 2 Samuel 3:19",3
How many men came with Abner to David at Hebron?," Twenty men, 2 Samuel 3:20",3
What did David make for Abner and his men?," A feast, 2 Samuel 3:20",3
What did Abner promise to gather unto David?," All Israel, 2 Samuel 3:21",3
How did Abner depart from David?," In peace, 2 Samuel 3:21",3
What happened to Saul's son (Ish-bosheth) when he heard that Abner was dead in Hebron?," His hands were feeble, 2 Samuel 4:1",4
What was the emotional response to all the Israelites when they heard that Abner was dead?," They were all troubled, 2 Samuel 4:1",4
What were the names of the two men who were captains of bands under Ish-bosheth?," Baanah and Rechab, 2 Samuel 4:2",4
Who was the father of Baanah and Rechab?," Rimmon, 2 Samuel 4:2",4
From what city did Rimmon come?," Beeroth, 2 Samuel 4:2",4
To what tribe was Beeroth belong?," Benjamin, 2 Samuel 4:2",4
Where did the Beerothites flee to?," Gittaim, 2 Samuel 4:3",4
How long had the Beerothites been sojourners in Gittaim?," Until ""this day"" (the time of writing), 2 Samuel 4:3",4
Who was Jonathan's son that ruled over Israel after Johnathan died?," Mephibosheth, 2 Samuel 4:4",4
How old was Mephibosheth when tidings came from Jezreel about Saul and Jonathan?," Five years old, 2 Samuel 4:4",4
What happened to Mephibosheth when his nurse took him up and was fleeing with him?," He fell and became lame, 2 Samuel 4:4",4
What physical condition resulted from Mephibosheth's fall?," He was lame on his feet, 2 Samuel 4:4",4
At what time of day did Rechab and Baanah come to Ish-bosheth's house?," About the heat of the day at noon, 2 Samuel 4:5",4
What was Ish-bosheth doing when they arrived?," Lying on his bed, 2 Samuel 4:5",4
What did Rechab and Baanah pretend they were doing when they came into the house?," Fetch wheat, 2 Samuel 4:6",4
Where did they smite Ish-bosheth?," Under the fifth rib, 2 Samuel 4:6",4
What did Rechab and Baanah do after smiting Ish-bosheth?," They escaped, 2 Samuel 4:6",4
In what part of the house was Ish-bosheth when they smote him and slew him?," On his bed in his bedchamber, 2 Samuel 4:7",4
What was Ish-bosheth doing at the time when they smote him?," Lying on his bed in his bedchamber, 2 Samuel 4:7",4
What did Rechab and Baabah do to Ish-bosheth after they smote and slew him him?," Beheaded him and took his head and gat them away through the plain, 2 Samuel 4:7",4
What did they take with them when they fled?," His head, 2 Samuel 4:7",4
By what route did they travel after the murder?," The way of the plain, 2 Samuel 4:7",4
How long did they travel?," All night, 2 Samuel 4:7",4
To whom did they bring the head of Ish-bosheth?," David, 2 Samuel 4:8",4
Where was David when they brought him the head?," Hebron, 2 Samuel 4:8",4
How did Rechab and Baanah describe Ish-bosheth to David?," ""Saul thine enemy, which sought thy life"", 2 Samuel 4:8",4
"According to the Rechab and Baabah, who had avenged David?"," The LORD, 2 Samuel 4:8",4
How did David describe one who told him of Saul's death?," As one who ""thought to have brought good tidings"", 2 Samuel 4:10",4
What did David do to the one who brought news of Saul's death?," Took hold of him and slew him in Ziklag, 2 Samuel 4:10",4
How did David describe what he gave the messenger as a reward?," ""Who thought that I would have given him a reward for his tidings"", 2 Samuel 4:10",4
How did David compare the wicked men who slew Ish-bosheth to the messenger?," They killed a righteous person in his own house on his bed, 2 Samuel 4:11",4
How did David describe Ish-bosheth?," As ""a righteous person"", 2 Samuel 4:11",4
Where did David say Ish-bosheth was when he was slain?," In his own house in his bed, 2 Samuel 4:11",4
On what piece of furniture was Ish-bosheth slain?," Upon his bed, 2 Samuel 4:11",4
What did David say he would require from the murderers?," His blood of their hand, 2 Samuel 4:11",4
What did David say he required of the two men who slew Ish-bosheth?," his blood of the me two men's hand and take them away from the earth, 2 Samuel 4:11",4
What did David command his young men to do to Rechab and Baanah?," Slay them, 2 Samuel 4:12",4
What body parts did the young men who slew Rechab and Baanah cut off after slaying them?," Their hands and their feet, 2 Samuel 4:12",4
Where did they hang Rechab and Baabah's body parts?," Over the pool in Hebron, 2 Samuel 4:12",4
What did they do with the head of Ish-bosheth?," Buried it, 2 Samuel 4:12",4
Where was Ish-bosheth's head buried?," In the sepulchre of Abner in Hebron, 2 Samuel 4:12",4
Which tribes came to David at Hebron to make him king over Israel?," All the tribes of Israel, 2 Samuel 5:1",5
"When the tribes went to David in Hebron, what did they first say to David?"," ""Behold, we are thy bone and thy flesh"", 2 Samuel 5:1",5
What did the tribes of Isarael say to David in reference to when Saul was king?," thou wast he that leddest out and brought them to Israel?, 2 Samuel 5:2",5
What did the tribes say that the LORD said to David about his role over Israel when Saul was king?," ""Thou shalt feed my people Israel, and thou shalt be a captain over Israel"", 2 Samuel 5:2",5
Where did the elders of Israel go to anoint David king over Israel?," Hebron, 2 Samuel 5:3",5
What did David make with the elders before the LORD?," A league, 2 Samuel 5:3",5
Who anointed David king over Israel?," The elders of Israel, 2 Samuel 5:3",5
How old was David when he began to reign over Israel?," Thirty years old, 2 Samuel 5:4",5
How long did David reign over Isralel?," Forty years, 2 Samuel 5:4",5
Where did David reign for seven years and six months?," In Hebron over Judah, 2 Samuel 5:5",5
How long did David reign in Jerusalem over all Israel and Judah?," Thirty and three years, 2 Samuel 5:5",5
Over whom did David reign in Jerusalem?," Over all Israel and Judah, 2 Samuel 5:5",5
Where did king David and his men go to attack the Jebusites?," Jerusalem, 2 Samuel 5:6",5
"When David and his men went to take Jersalem, what group of people inhabited Jerusalem?"," The Jebusites, 2 Samuel 5:6",5
What did the Jebusites say about the blind and lame concerning David?," ""Except thou take away the blind and the lame, thou shalt not come in hither"", 2 Samuel 5:6",5
What did the Jebusites think about David's ability to enter?," ""David cannot come in hither"", 2 Samuel 5:6",5
What stronghold did David take?," The strong hold of Zion, the city of David, Jerusalem, 2 Samuel 5:7",5
What is the strong hold of Zion also called?," The city of David, 2 Samuel 5:7",5
What did David say on that day regarding those who would strike the Jebusites?," ""Whosoever getteth up to the gutter, and smiteth the Jebusites"", 2 Samuel 5:8",5
What groups of people did David say he hated?," ""The lame and the blind"", 2 Samuel 5:8",5
What saying arose because of David's statement about the blind and lame?," ""The blind and the lame shall not come into the house"", 2 Samuel 5:8",5
Where did David dwell after taking the stronghold?," In the fort, 2 Samuel 5:9",5
What did David call the fort?," The city of David, 2 Samuel 5:9",5
"When David dwelt in the Fort, what area did he build round about from?"," From Millo and inward, 2 Samuel 5:9",5
In what manner did David grow after taking Jerusalem?," ""David went on, and grew great"", 2 Samuel 5:10",5
Who was with David as he grew great?," ""The LORD God of hosts"", 2 Samuel 5:10",5
Who sent messengers to David?," Hiram king of Tyre, 2 Samuel 5:11",5
What materials did Hiram send to David?," Cedar trees, 2 Samuel 5:11",5
What types of workers did Hiram send to David?," Carpenters and masons, 2 Samuel 5:11",5
What did the workers build for David?," A house, 2 Samuel 5:11",5
What did David perceive about his kingship?," ""That the LORD had established him king over Israel"", 2 Samuel 5:12",5
For whose sake had the LORD exalted David's kingdom?," ""For his people Israel's sake"", 2 Samuel 5:12",5
Where did David take more concubines and wives from?," Jerusalem, 2 Samuel 5:13",5
When did David take more wives and concubines?," ""After he was come from Hebron"", 2 Samuel 5:13",5
Who were born to David in Jerusalem?," ""Sons and daughters"", 2 Samuel 5:13",5
Who were the sons born to David in Jerusalem?," Shammuah, Shobab, Nathan, Solomon, Ibhar, Elishua, Nepheg, Japhia, Elishama, Eliada, Eliphalet, 2 Samuel 5:14-16",5
How many sons did David have in Jerusalem?," David had 11 sons in Jerusalem, 2 Samuel 5:14-16",5
Which famous son of David is mentioned among those born in Jerusalem?," Solomon, 2 Samuel 5:14",5
When did the Philistines come up to seek David?," When they heard David was anointed king over Israel, 2 Samuel 5:17",5
What did David do when he heard the Philistines came up?," ""David heard of it, and went down to the hold"", 2 Samuel 5:17",5
Where did the Philistines come and spread themselves?," In the valley of Rephaim, 2 Samuel 5:18",5
What did David do before going against the Philistines?," He inquired of the LORD, 2 Samuel 5:19",5
Before David went against the Philistines what did he inquire of the Lord?," He asked the Lord ""Shall I go up to the Philistines"" and ""Wilt thou deliver them into mine hand?, 2 Samuel 5:19",5
What did the LORD tell David about going up against the Philistines?," ""Go up, for I will doubtless deliver the Philistines into thine hand"", 2 Samuel 5:19",5
What did David call the place where he defeated the Philistines?," Baalperazim, 2 Samuel 5:20",5
Why did David call the place he defeated the Philistines Baalperazim?," Becasue he said ""The Lord hath broken forth upon mine enemies before me, as the breach of waters"", 2 Samuel 5:20",5
"After David defeated the Philistines, what did they leave behind and what did David do with it?"," Their images and David burned them, 2 Samuel 5:21",5
"When the Philistines went up again, where did they spread themselves?"," In the valley of Rephaim, 2 Samuel 5:22",5
"When the Philistines went up again to David, where did the Lord tell David to go?"," Fetch a compass behind them, and come upon them over against the mulbery trees, 2 Samuel 5:23",5
When did the the Lord tell David he should bestir himself?," When he hearest the sound of a going in the tops of the mulberry trees, 2 Samuel 5:24",5
"When the Philistines went up again to David, he did as the Lord commanded, from where until where did David smite the Philistines?"," Geba until Gazer, 2 Samuel 5:25",5
How many chosen men of Israel did David gather together to bring up the ark of God?," Thirty thousand, 2 Samuel 6:1-2",6
Where did David and his men go to get the ark of God?," Baale of Judah, 2 Samuel 6:2",6
When on the ark did the Lord of hosts dwell?," Between the cherubims, 2 Samuel 6:2",6
Where did David and his men go to get the ark of God?," Abinadab's house in Gibeah, 2 Samuel 6:3",6
Where did they set the ark of God to carry it?," Upon a new cart, 2 Samuel 6:3",6
Who drove the cart that the ark was on?," Uzzah and Ahio, 2 Samuel 6:3",6
Name Abinadab's son who drove the ark," Uzzah and Ahio, 2 Samuel 6:3",6
Who was the father of Uzzah and Ahio?," Abinadab, 2 Samuel 6:3",6
Which son of Abinadab went before the ark?," Ahio, 2 Samuel 6:4",6
"When they were carrying the ark from Abinada's house, what instruments did they play?"," All manner of instruments made of fir wood, harps, psalteries, timbrels, cornets, and cymbals, 2 Samuel 6:5",6
Where were they when Uzzah put forth his hand to the ark of God?," Nachon's threshingfloor, 2 Samuel 6:6",6
Why did Uzzah put forth his hand to the ark of God?," Because the oxen shook it, 2 Samuel 6:6",6
Why did God's anger kindle against Uzzah?," For his error, 2 Samuel 6:7",6
What did God do to Uzzah because he put forth his hand on the ark?," Smote him and he died there by the ark of God, 2 Samuel 6:7",6
What was David's emotional response to what the LORD had done to Uzzah?," He was displeased, 2 Samuel 6:8",6
What name did David give to the place where Uzzah died?," Perezuzzah, 2 Samuel 6:8",6
What emotion did David feel toward the LORD that day?," He was afraid, 2 Samuel 6:9",6
What question did David ask in verse 9?," How shall the ark of the LORD come to me?, 2 Samuel 6:9",6
Where did David refuse to bring the ark?," To himself in the city of David, 2 Samuel 6:10",6
"After Uzzah died, where was the ark taken to?"," The house of Obededom the Gittite, 2 Samuel 6:10",6
How long did the ark remain in the house of Obededom?," Three months, 2 Samuel 6:11",6
What did the LORD do to Obededom and all his household?," Blessed them, 2 Samuel 6:11",6
Who told King David about the LORD's blessing on Obededom's household?," It was told (reported to) King David, 2 Samuel 6:12",6
From where did David bring up the ark of God to ?," From the house of Obededom, 2 Samuel 6:12",6
Where did David bring the ark with gladness?," Into the city of David, 2 Samuel 6:12",6
How many paces did those bearing the ark go before David sacrificed?," Six paces, 2 Samuel 6:13",6
What animals did David sacrifice after they went six paces baring the ark?," Oxen and fatlings, 2 Samuel 6:13",6
"After David sacrifice the oxen and fatlings, what did he do?"," David danced before the Lord, 2 Samuel 6:14",6
How did David dance before the LORD?," With all his might, 2 Samuel 6:14",6
What was David girded with as he danced before the Lord?," A linen ephod, 2 Samuel 6:14",6
How did David and the house of Israel bring up the ark?," With shouting and with the sound of the trumpet, 2 Samuel 6:15",6
Where did the ark of the LORD come when Michal looked through a window?," Into the city of David, 2 Samuel 6:16",6
Who was Michal's father?," Saul, 2 Samuel 6:16",6
Where was Michal when she saw David dancing before the Lord?," Looking through a window, 2 Samuel 6:16",6
What did Michal see King David doing?," Leaping and dancing before the LORD, 2 Samuel 6:16",6
What was Michal's response in her heart when she saw David dancing?," She despised him, 2 Samuel 6:16",6
Where did they bring in the ark of the LORD?," Into his place, in the midst of the tabernacle that David had pitched for it, 2 Samuel 6:17",6
 Where in the city of David did they set the ark?," In his place, in the midst of the tabernacle, 2 Samuel 6:17",6
"After the ark was placed in the tabernacle, what two offerings did David offer before the Lord?"," burnt-offerings and peace-offerings, 2 Samuel 6:17",6
After David made the offerings to the Lord what did he do next?," He blessed the people in the name of the Lord of hosts, 2 Samuel 6:18",6
In whose name did David bless the people?," In the name of the LORD of hosts, 2 Samuel 6:18",6
"After David blessed the people what he give to the whole multitude of Israel, women and men, did he give to them?"," He gave them a cake of bread, a good piece of flesh and a flagon of wine, 2 Samuel 6:19",6
"To whom did David deal a cake of bread, a piece of flesh and a flagon of wine?"," the whole multitude of Israel, women and men, 2 Samuel 6:19",6
What three food items did David give to each the whole multitude of Israel?," A cake of bread, a good piece of flesh, and a flagon of wine, 2 Samuel 6:19",6
Where did all the people depart after receiving food?," Every one to his house, 2 Samuel 6:19",6
